iPos,jPos,Temperature
41,3,64.7181721079152
42,3,64.81831810048459
43,3,64.94057708741362
44,3,65.08975809627196
45,3,65.27183080274332
46,3,65.49426264166695
47,3,65.76650133506027
48,3,66.1006943051075
49,3,66.51280941673589
50,3,67.02446204153195
51,3,67.66603335134168
52,3,68.48224307814337
53,3,69.54257919709559
54,3,70.96171739086252
55,3,72.94108060398969
56,3,75.85492380720028
57,3,80.42041039821709
58,3,87.944867509032
59,3,100.0
1,4,100.0
2,4,91.33126396514903
3,4,84.59970951298322
4,4,79.75124883779112
5,4,76.27569816822857
6,4,73.7326184395163
7,4,71.8224928187383
8,4,70.35316692299253
9,4,69.20112351536562
10,4,68.28481002374114
11,4,67.54840090326282
12,4,66.95223054411953
13,4,66.46714157666689
14,4,66.07107947424518
15,4,65.74697942366043
16,4,65.48140825626707
17,4,65.2636579795621
18,4,65.08511740402365
19,4,64.93882090620944
20,4,64.81911427865724
21,4,64.72140100431724
22,4,64.64194589034842
23,4,64.57772106519218
24,4,64.52628425282745
25,4,64.48568231788553
26,4,64.45437507781075
27,4,64.4311757350402
28,4,64.41520524413372
29,4,64.40585864454596
30,4,64.40278194972069
31,4,64.40585864454597
32,4,64.41520524413373
33,4,64.43117573504021
34,4,64.45437507781078
35,4,64.48568231788556
36,4,64.52628425282748
37,4,64.57772106519224
38,4,64.64194589034851
39,4,64.72140100431733
40,4,64.81911427865734
41,4,64.93882090620953
42,4,65.08511740402373
43,4,65.2636579795622
44,4,65.48140825626719
45,4,65.74697942366058
46,4,66.07107947424532
47,4,66.46714157666705
48,4,66.95223054411967
49,4,67.54840090326294
50,4,68.28481002374126
51,4,69.20112351536571
52,4,70.3531669229926
53,4,71.82249281873835
54,4,73.73261843951633
55,4,76.27569816822862
56,4,79.75124883779115
57,4,84.59970951298325
58,4,91.33126396514903
59,4,100.0
1,5,100.0
2,5,93.16209936288108
3,5,87.26688019594445
4,5,82.54512412360162
5,5,78.8615395224172
6,5,75.99525595167573
7,5,73.7484432946772
8,5,71.9693122342047
9,5,70.54692203997533
10,5,69.4006944014595
11,5,68.47138035694857
12,5,67.71456818204562
13,5,67.0962930504524
14,5,66.59011062141357
15,5,66.17512922304385
16,5,65.83465813618683
17,5,65.55525339570222
18,5,65.32602464245144
19,5,65.13811798038212
20,5,64.98432124627921
21,5,64.85875722854422
22,5,64.75664207454466
23,5,64.67409339606422
24,5,64.60797720495714
25,5,64.55578584108382
26,5,64.51554111388879
27,5,64.48571833607892
28,5,64.46518800369935
29,5,64.45317270659082
30,5,64.44921752185927
31,5,64.45317270659086
32,5,64.46518800369934
33,5,64.4857183360789
34,5,64.51554111388882
35,5,64.55578584108386
36,5,64.60797720495718
37,5,64.67409339606426
38,5,64.75664207454474
39,5,64.85875722854432
40,5,64.98432124627934
41,5,65.13811798038223
42,5,65.32602464245157
43,5,65.55525339570237
44,5,65.834658136187
45,5,66.175129223044
46,5,66.59011062141377
47,5,67.09629305045259
48,5,67.71456818204581
49,5,68.47138035694871
50,5,69.40069440145965
51,5,70.54692203997543
52,5,71.96931223420478
53,5,73.74844329467726
54,5,75.9952559516758
55,5,78.86153952241729
56,5,82.5451241236017
57,5,87.26688019594448
58,5,93.16209936288111
59,5,100.0
1,6,100.0
2,6,94.23595947312158
3,6,88.99175744099689
4,6,84.50534544176416
5,6,80.79108635713567
6,6,77.7604569618399
7,6,75.2988444231611
8,6,73.29899384762918
9,6,71.67096142682955
10,6,70.34239668758453
11,6,69.25584043110929
12,6,68.36566027043604
13,6,67.63543383831089
14,6,67.03590714098621
15,6,66.54344707891026
16,6,66.13887160607476
17,6,65.80655738407714
18,6,65.53375015105725
19,6,65.31002470760792
20,6,65.12685728075438
21,6,64.97728396377741
22,6,64.85562633599737
23,6,64.75727040354535
24,6,64.67848849028643
25,6,64.61629618883511
26,6,64.56833830175933
27,6,64.53279908306236
28,6,64.50833317127223
29,6,64.4940144807243
30,6,64.48930104997464
31,6,64.4940144807243
32,6,64.50833317127217
33,6,64.53279908306233
34,6,64.56833830175933
35,6,64.61629618883512
36,6,64.67848849028645
37,6,64.75727040354543
38,6,64.85562633599747
39,6,64.97728396377752
40,6,65.12685728075454
41,6,65.31002470760806
42,6,65.53375015105738
43,6,65.80655738407728
44,6,66.13887160607496
45,6,66.54344707891048
46,6,67.0359071409864
47,6,67.6354338383111
48,6,68.36566027043625
49,6,69.25584043110948
50,6,70.3423966875847
51,6,71.67096142682969
52,6,73.2989938476293
53,6,75.2988444231612
54,6,77.76045696184
55,6,80.79108635713577
56,6,84.50534544176425
57,6,88.99175744099696
58,6,94.23595947312161
59,6,100.0
1,7,100.0
2,7,94.89238813227044
3,7,90.10812762809724
4,7,85.84552627646733
5,7,82.17167705238498
6,7,79.06873618850713
7,7,76.47844968277302
8,7,74.3301046675504
9,7,72.55452760877887
10,7,71.08976563141455
11,7,69.88261006976435
12,7,68.8883091640858
13,7,68.06962245255076
14,7,67.39572891769846
15,7,66.84119341691984
16,7,66.38505913309895
17,7,66.01007712982718
18,7,65.70206287502053
19,7,65.44936325857937
20,7,65.24241717133987
21,7,65.07339433937723
22,7,64.93589928501011
23,7,64.82472943069622
24,7,64.73567828095958
25,7,64.66537627063234
26,7,64.61116327169235
27,7,64.57098794032018
28,7,64.54333009793858
29,7,64.52714321017922
30,7,64.52181478763661
31,7,64.52714321017919
32,7,64.54333009793854
33,7,64.57098794032015
34,7,64.61116327169235
35,7,64.66537627063232
36,7,64.73567828095962
37,7,64.82472943069634
38,7,64.93589928501022
39,7,65.07339433937733
40,7,65.24241717134
41,7,65.44936325857951
42,7,65.70206287502069
43,7,66.01007712982731
44,7,66.3850591330991
45,7,66.84119341692002
46,7,67.39572891769866
47,7,68.06962245255095
48,7,68.88830916408604
49,7,69.88261006976457
50,7,71.08976563141475
51,7,72.55452760877905
52,7,74.33010466755056
53,7,76.47844968277315
54,7,79.06873618850724
55,7,82.1716770523851
56,7,85.84552627646741
57,7,90.10812762809731
58,7,94.89238813227045
59,7,100.0
1,8,100.0
2,8,95.28916493749932
3,8,90.80560437190894
4,8,86.71293786184452
5,8,83.09382708260932
6,8,79.96535284153256
7,8,77.30317495649776
8,8,75.06188200110574
9,8,73.18850859886122
10,8,71.63027605859513
11,8,70.3384569529664
12,8,69.2699394747845
13,8,68.387541828439
14,8,67.65970593134371
15,8,67.05992336195662
16,8,66.56608120090672
17,8,66.15982162672539
18,8,65.82595782309285
19,8,65.55196162528215
20,8,65.32752460478707
21,8,65.14418784043959
22,8,64.9950330406592
23,8,64.87442708957389
24,8,64.77781247157739
25,8,64.70153684100858
26,8,64.64271596378931
27,8,64.59912522647257
28,8,64.56911582289196
29,8,64.55155256825668
30,8,64.54577105532888
31,8,64.55155256825667
32,8,64.56911582289194
33,8,64.59912522647254
34,8,64.64271596378931
35,8,64.7015368410086
36,8,64.77781247157745
37,8,64.874427089574
38,8,64.9950330406593
39,8,65.1441878404397
40,8,65.3275246047872
41,8,65.55196162528226
42,8,65.82595782309298
43,8,66.1598216267255
44,8,66.56608120090688
45,8,67.05992336195679
46,8,67.65970593134386
47,8,68.38754182843921
48,8,69.26993947478474
49,8,70.33845695296664
50,8,71.63027605859536
51,8,73.18850859886142
52,8,75.06188200110591
53,8,77.3031749564979
54,8,79.96535284153269
55,8,83.09382708260942
56,8,86.7129378618446
57,8,90.80560437190901
58,8,95.28916493749938
59,8,100.0
1,9,100.0
2,9,95.50343982338437
3,9,91.1891923320541
4,9,87.20008315704159
5,9,83.62199489691662
6,9,80.48753249824905
7,9,77.7899287088818
8,9,75.49821912677862
9,9,73.56943078579312
10,9,71.9568559136205
11,9,70.61499213971473
12,9,69.50211515242992
13,9,68.58134778078536
14,9,67.82085584206783
15,9,67.19358292681241
16,9,66.6767742594244
17,9,66.25143216113706
18,9,65.90177895242378
19,9,65.61476386393643
20,9,65.37962844243083
21,9,65.18753314900684
22,9,65.03124200820956
23,9,64.90485965537759
24,9,64.80361441069523
25,9,64.72368120617367
26,9,64.66203882015071
27,9,64.61635667185624
28,9,64.58490726295267
29,9,64.56650116191031
30,9,64.56044218790585
31,9,64.56650116191028
32,9,64.58490726295265
33,9,64.61635667185622
34,9,64.66203882015073
35,9,64.72368120617371
36,9,64.80361441069532
37,9,64.90485965537769
38,9,65.03124200820966
39,9,65.18753314900695
40,9,65.37962844243096
41,9,65.61476386393655
42,9,65.90177895242391
43,9,66.25143216113717
44,9,66.67677425942452
45,9,67.19358292681257
46,9,67.820855842068
47,9,68.58134778078558
48,9,69.50211515243015
49,9,70.61499213971493
50,9,71.95685591362073
51,9,73.5694307857933
52,9,75.49821912677876
53,9,77.78992870888193
54,9,80.48753249824918
55,9,83.62199489691672
56,9,87.20008315704169
57,9,91.1891923320542
58,9,95.50343982338441
59,9,100.0
1,10,100.0
2,10,95.57131722324424
3,10,91.31169351129383
4,10,87.35717775637444
5,10,83.793930171774
6,10,80.65891373383577
7,10,77.95074852286403
8,10,75.64312970008838
9,10,73.69643286393462
10,10,72.06605416317305
11,10,70.70765043472703
12,10,69.58002638749431
13,10,68.64645220906938
14,10,67.8750305848542
15,10,67.23853945842541
16,10,66.71401946240354
17,10,66.28226435126436
18,10,65.92730153387224
19,10,65.63590661625236
20,10,65.39717096285479
21,10,65.2021276445102
22,10,65.04343415344543
23,10,64.91510706822126
24,10,64.81230273483501
25,10,64.73113800397968
26,10,64.66854557062156
27,10,64.62215919630215
28,10,64.59022489820195
29,10,64.57153498548006
30,10,64.56538258166177
31,10,64.57153498548004
32,10,64.59022489820195
33,10,64.62215919630214
34,10,64.66854557062156
35,10,64.73113800397974
36,10,64.8123027348351
37,10,64.91510706822135
38,10,65.04343415344553
39,10,65.2021276445103
40,10,65.3971709628549
41,10,65.63590661625246
42,10,65.92730153387234
43,10,66.28226435126446
44,10,66.71401946240363
45,10,67.23853945842555
46,10,67.87503058485439
47,10,68.6464522090696
48,10,69.58002638749457
49,10,70.70765043472727
50,10,72.06605416317325
51,10,73.69643286393479
52,10,75.6431297000885
53,10,77.95074852286417
54,10,80.65891373383592
55,10,83.7939301717741
56,10,87.3571777563745
57,10,91.3116935112939
58,10,95.57131722324428
59,10,100.0
1,11,100.0
2,11,95.50343982338437
3,11,91.18919233205412
4,11,87.20008315704162
5,11,83.62199489691663
6,11,80.48753249824905
7,11,77.78992870888179
8,11,75.49821912677862
9,11,73.56943078579313
10,11,71.95685591362049
11,11,70.61499213971469
12,11,69.50211515242991
13,11,68.58134778078532
14,11,67.82085584206779
15,11,67.19358292681241
16,11,66.6767742594244
17,11,66.25143216113707
18,11,65.9017789524238
19,11,65.61476386393645
20,11,65.37962844243084
21,11,65.18753314900684
22,11,65.03124200820956
23,11,64.90485965537759
24,11,64.80361441069523
25,11,64.72368120617365
26,11,64.6620388201507
27,11,64.61635667185624
28,11,64.58490726295267
29,11,64.56650116191032
30,11,64.56044218790586
31,11,64.56650116191032
32,11,64.58490726295265
33,11,64.61635667185622
34,11,64.66203882015071
35,11,64.7236812061737
36,11,64.8036144106953
37,11,64.90485965537769
38,11,65.03124200820966
39,11,65.18753314900692
40,11,65.37962844243093
41,11,65.61476386393653
42,11,65.90177895242391
43,11,66.25143216113717
44,11,66.67677425942452
45,11,67.19358292681254
46,11,67.82085584206799
47,11,68.58134778078555
48,11,69.50211515243012
49,11,70.6149921397149
50,11,71.95685591362066
51,11,73.56943078579326
52,11,75.49821912677876
53,11,77.78992870888193
54,11,80.4875324982492
55,11,83.62199489691675
56,11,87.2000831570417
57,11,91.1891923320542
58,11,95.50343982338443
59,11,100.0
1,12,100.0
2,12,95.28916493749932
3,12,90.80560437190893
4,12,86.71293786184452
5,12,83.09382708260934
6,12,79.96535284153254
7,12,77.30317495649774
8,12,75.06188200110574
9,12,73.18850859886122
10,12,71.63027605859513
11,12,70.33845695296638
12,12,69.26993947478451
13,12,68.38754182843898
14,12,67.65970593134364
15,12,67.05992336195659
16,12,66.56608120090672
17,12,66.15982162672539
18,12,65.82595782309286
19,12,65.55196162528216
20,12,65.32752460478709
21,12,65.14418784043959
22,12,64.99503304065917
23,12,64.87442708957387
24,12,64.77781247157736
25,12,64.70153684100855
26,12,64.64271596378927
27,12,64.59912522647254
28,12,64.56911582289194
29,12,64.55155256825668
30,12,64.5457710553289
31,12,64.55155256825668
32,12,64.56911582289194
33,12,64.59912522647254
34,12,64.64271596378929
35,12,64.70153684100859
36,12,64.77781247157742
37,12,64.87442708957397
38,12,64.99503304065931
39,12,65.1441878404397
40,12,65.32752460478717
41,12,65.55196162528226
42,12,65.82595782309298
43,12,66.15982162672549
44,12,66.56608120090685
45,12,67.05992336195675
46,12,67.65970593134384
47,12,68.38754182843917
48,12,69.26993947478468
49,12,70.33845695296655
50,12,71.6302760585953
51,12,73.18850859886139
52,12,75.06188200110589
53,12,77.30317495649791
54,12,79.96535284153273
55,12,83.09382708260945
56,12,86.71293786184465
57,12,90.80560437190904
58,12,95.2891649374994
59,12,100.0
1,13,100.0
2,13,94.89238813227043
3,13,90.10812762809724
4,13,85.84552627646734
5,13,82.17167705238506
6,13,79.06873618850713
7,13,76.478449682773
8,13,74.33010466755037
9,13,72.55452760877888
10,13,71.08976563141455
11,13,69.88261006976434
12,13,68.88830916408578
13,13,68.06962245255072
14,13,67.39572891769842
15,13,66.84119341691982
16,13,66.38505913309895
17,13,66.01007712982718
18,13,65.70206287502054
19,13,65.44936325857941
20,13,65.24241717133988
21,13,65.0733943393772
22,13,64.93589928501008
23,13,64.82472943069621
24,13,64.73567828095952
25,13,64.66537627063228
26,13,64.61116327169232
27,13,64.57098794032014
28,13,64.54333009793855
29,13,64.5271432101792
30,13,64.52181478763661
31,13,64.5271432101792
32,13,64.54333009793855
33,13,64.57098794032015
34,13,64.61116327169233
35,13,64.66537627063234
36,13,64.73567828095959
37,13,64.8247294306963
38,13,64.93589928501021
39,13,65.07339433937733
40,13,65.24241717133998
41,13,65.44936325857948
42,13,65.70206287502066
43,13,66.0100771298273
44,13,66.38505913309906
45,13,66.84119341691996
46,13,67.3957289176986
47,13,68.06962245255092
48,13,68.88830916408595
49,13,69.88261006976448
50,13,71.08976563141469
51,13,72.55452760877904
52,13,74.33010466755054
53,13,76.47844968277316
54,13,79.06873618850733
55,13,82.17167705238515
56,13,85.84552627646745
57,13,90.10812762809735
58,13,94.89238813227048
59,13,100.0
1,14,100.0
2,14,94.23595947312157
3,14,88.99175744099689
4,14,84.50534544176418
5,14,80.79108635713568
6,14,77.76045696183988
7,14,75.29884442316106
8,14,73.29899384762912
9,14,71.67096142682952
10,14,70.3423966875845
11,14,69.25584043110928
12,14,68.36566027043604
13,14,67.63543383831089
14,14,67.03590714098618
15,14,66.54344707891026
16,14,66.13887160607477
17,14,65.80655738407715
18,14,65.53375015105726
19,14,65.31002470760797
20,14,65.12685728075441
21,14,64.9772839637774
22,14,64.85562633599736
23,14,64.7572704035453
24,14,64.67848849028637
25,14,64.61629618883508
26,14,64.5683383017593
27,14,64.53279908306233
28,14,64.50833317127217
29,14,64.49401448072427
30,14,64.48930104997463
31,14,64.49401448072429
32,14,64.50833317127218
33,14,64.53279908306233
34,14,64.56833830175931
35,14,64.61629618883511
36,14,64.67848849028641
37,14,64.75727040354539
38,14,64.85562633599744
39,14,64.97728396377751
40,14,65.12685728075452
41,14,65.31002470760804
42,14,65.53375015105733
43,14,65.80655738407722
44,14,66.13887160607487
45,14,66.54344707891038
46,14,67.03590714098631
47,14,67.635433838311
48,14,68.36566027043615
49,14,69.25584043110938
50,14,70.34239668758464
51,14,71.67096142682968
52,14,73.29899384762928
53,14,75.2988444231612
54,14,77.76045696184002
55,14,80.79108635713584
56,14,84.50534544176428
57,14,88.99175744099699
58,14,94.23595947312162
59,14,100.0
1,15,100.0
2,15,93.16209936288104
3,15,87.26688019594441
4,15,82.54512412360161
5,15,78.86153952241722
6,15,75.9952559516757
7,15,73.74844329467714
8,15,71.96931223420465
9,15,70.54692203997527
10,15,69.40069440145949
11,15,68.47138035694857
12,15,67.71456818204564
13,15,67.0962930504524
14,15,66.59011062141357
15,15,66.17512922304384
16,15,65.83465813618685
17,15,65.55525339570227
18,15,65.32602464245147
19,15,65.13811798038216
20,15,64.98432124627924
21,15,64.85875722854422
22,15,64.75664207454463
23,15,64.67409339606418
24,15,64.60797720495711
25,15,64.5557858410838
26,15,64.51554111388879
27,15,64.48571833607892
28,15,64.46518800369932
29,15,64.45317270659079
30,15,64.44921752185924
31,15,64.4531727065908
32,15,64.46518800369931
33,15,64.48571833607886
34,15,64.51554111388876
35,15,64.55578584108383
36,15,64.60797720495714
37,15,64.67409339606422
38,15,64.7566420745447
39,15,64.85875722854429
40,15,64.9843212462793
41,15,65.13811798038218
42,15,65.32602464245149
43,15,65.5552533957023
44,15,65.83465813618692
45,15,66.17512922304391
46,15,66.59011062141366
47,15,67.09629305045249
48,15,67.71456818204572
49,15,68.47138035694861
50,15,69.4006944014596
51,15,70.54692203997543
52,15,71.96931223420478
53,15,73.74844329467727
54,15,75.99525595167582
55,15,78.86153952241729
56,15,82.5451241236017
57,15,87.2668801959445
58,15,93.1620993628811
59,15,100.0
1,16,100.0
2,16,91.33126396514895
3,16,84.59970951298318
4,16,79.75124883779107
5,16,76.27569816822854
6,16,73.73261843951627
7,16,71.82249281873827
8,16,70.35316692299249
9,16,69.20112351536558
10,16,68.28481002374114
11,16,67.54840090326282
12,16,66.95223054411954
13,16,66.4671415766669
14,16,66.07107947424521
15,16,65.74697942366045
16,16,65.4814082562671
17,16,65.2636579795621
18,16,65.08511740402366
19,16,64.93882090620946
20,16,64.81911427865727
21,16,64.72140100431723
22,16,64.6419458903484
23,16,64.57772106519215
24,16,64.52628425282742
25,16,64.4856823178855
26,16,64.45437507781074
27,16,64.4311757350402
28,16,64.41520524413372
29,16,64.40585864454593
30,16,64.40278194972063
31,16,64.40585864454593
32,16,64.4152052441337
33,16,64.43117573504016
34,16,64.4543750778107
35,16,64.4856823178855
36,16,64.52628425282745
37,16,64.5777210651922
38,16,64.64194589034844
39,16,64.72140100431729
40,16,64.81911427865731
41,16,64.93882090620949
42,16,65.08511740402365
43,16,65.26365797956211
44,16,65.48140825626713
45,16,65.7469794236605
46,16,66.07107947424525
47,16,66.46714157666696
48,16,66.9522305441196
49,16,67.54840090326286
50,16,68.28481002374124
51,16,69.20112351536571
52,16,70.3531669229926
53,16,71.82249281873835
54,16,73.73261843951634
55,16,76.27569816822859
56,16,79.7512488377911
57,16,84.59970951298325
58,16,91.33126396514902
59,16,100.0
1,17,100.0
2,17,87.94486750903197
3,17,80.42041039821706
4,17,75.85492380720021
5,17,72.94108060398962
6,17,70.96171739086247
7,17,69.54257919709553
8,17,68.48224307814331
9,17,67.6660333513416
10,17,67.02446204153188
11,17,66.51280941673579
12,17,66.1006943051074
13,17,65.76650133506018
14,17,65.49426264166686
15,17,65.27183080274324
16,17,65.0897580962719
17,17,64.94057708741354
18,17,64.81831810048452
19,17,64.71817210791512
20,17,64.63624660018301
21,17,64.56938343727919
22,17,64.5150197508415
23,17,64.47107993200943
24,17,64.43589087037053
25,17,64.40811513432928
26,17,64.38669838241988
27,17,64.37082835010459
28,17,64.35990348531553
29,17,64.35350983522937
30,17,64.35140519220066
31,17,64.35350983522936
32,17,64.35990348531551
33,17,64.37082835010455
34,17,64.38669838241985
35,17,64.40811513432926
36,17,64.43589087037054
37,17,64.47107993200946
38,17,64.51501975084153
39,17,64.5693834372792
40,17,64.63624660018306
41,17,64.71817210791517
42,17,64.81831810048453
43,17,64.94057708741357
44,17,65.08975809627192
45,17,65.27183080274328
46,17,65.4942626416669
47,17,65.7665013350602
48,17,66.10069430510742
49,17,66.51280941673579
50,17,67.02446204153192
51,17,67.66603335134167
52,17,68.48224307814337
53,17,69.54257919709559
54,17,70.96171739086252
55,17,72.94108060398966
56,17,75.85492380720024
57,17,80.42041039821707
58,17,87.94486750903198
59,17,100.0
1,18,100.0
2,18,80.92032878863614
3,18,73.86505146817707
4,18,70.63232551478683
5,18,68.85607355876117
6,18,67.74095442330601
7,18,66.97454672266268
8,18,66.41528520512274
9,18,65.99070815555872
10,18,65.65978907039536
11,18,65.39728908888793
12,18,65.18658641555254
13,18,65.01611167345865
14,18,64.87745079574228
15,18,64.76427370997492
16,18,64.67169583097476
17,18,64.59587775262622
18,18,64.5337620139894
19,18,64.48289222034603
20,18,64.44128382578585
21,18,64.40732876323229
22,18,64.37972322279188
23,18,64.3574119216136
24,18,64.33954457120421
25,18,64.32544167257241
26,18,64.31456765903317
27,18,64.30650998480259
28,18,64.30096315115576
29,18,64.29771694384158
30,18,64.29664836874727
31,18,64.29771694384158
32,18,64.30096315115576
33,18,64.30650998480257
34,18,64.31456765903317
35,18,64.3254416725724
36,18,64.33954457120423
37,18,64.35741192161363
38,18,64.3797232227919
39,18,64.4073287632323
40,18,64.44128382578586
41,18,64.48289222034606
42,18,64.53376201398942
43,18,64.59587775262624
44,18,64.67169583097474
45,18,64.76427370997494
46,18,64.87745079574229
47,18,65.01611167345867
48,18,65.18658641555258
49,18,65.39728908888796
50,18,65.65978907039539
51,18,65.99070815555875
52,18,66.41528520512271
53,18,66.9745467226627
54,18,67.74095442330602
55,18,68.8560735587612
56,18,70.63232551478688
57,18,73.86505146817707
58,18,80.92032878863616
59,18,100.0
1,19,80.0
2,19,80.0
3,19,80.0
4,19,80.0
5,19,80.0
6,19,80.0
7,19,80.0
8,19,80.0
9,19,80.0
10,19,80.0
11,19,80.0
12,19,80.0
13,19,80.0
14,19,80.0
15,19,80.0
16,19,80.0
17,19,80.0
18,19,80.0
19,19,80.0
20,19,80.0
21,19,80.0
22,19,80.0
23,19,80.0
24,19,80.0
25,19,80.0
26,19,80.0
27,19,80.0
28,19,80.0
29,19,80.0
30,19,80.0
31,19,80.0
32,19,80.0
33,19,80.0
34,19,80.0
35,19,80.0
36,19,80.0
37,19,80.0
38,19,80.0
39,19,80.0
40,19,80.0
41,19,80.0
42,19,80.0
43,19,80.0
44,19,80.0
45,19,80.0
46,19,80.0
47,19,80.0
48,19,80.0
49,19,80.0
50,19,80.0
51,19,80.0
52,19,80.0
53,19,80.0
54,19,80.0
55,19,80.0
56,19,80.0
57,19,80.0
58,19,80.0
59,19,80.0
