iPos,jPos,Temperature
1,1,100.0
2,1,75.0
3,1,75.0
4,1,0.0
1,2,100.0
2,2,69.39038101259683
3,2,44.26902466299581
4,2,0.0
1,3,100.0
2,3,56.706561878668886
3,3,31.585205529067874
4,3,0.0
1,4,100.0
2,4,25.0
3,4,25.0
4,4,0.0
